INDICATOR_ID,INDICATOR_LABEL_EN
ICTSKILLDLDONLD.AG15T24,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 15-24 years old, both sexes (%)"
ICTSKILLDLDONLD.AG15T24.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 15-24 years old, female (%)"
ICTSKILLDLDONLD.AG15T24.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.AG15T24.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 15-24 years old, male (%)"
ICTSKILLDLDONLD.AG25T74,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 25-74 years old, both sexes (%)"
ICTSKILLDLDONLD.AG25T74.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 25-74 years old, female (%)"
ICTSKILLDLDONLD.AG25T74.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.AG25T74.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 25-74 years old, male (%)"
ICTSKILLDLDONLD.AG75OROVER,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 75 years old or over, both sexes (%)"
ICTSKILLDLDONLD.AG75OROVER.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 75 years old or over, female (%)"
ICTSKILLDLDONLD.AG75OROVER.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.AG75OROVER.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, 75 years old or over, male (%)"
ICTSKILLDLDONLD.AGUNDER15Y,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, under 15 years old, both sexes (%)"
ICTSKILLDLDONLD.AGUNDER15Y.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, under 15 years old, female (%)"
ICTSKILLDLDONLD.AGUNDER15Y.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.AGUNDER15Y.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, under 15 years old, male (%)"
ICTSKILLDLDONLD.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, female (%)"
ICTSKILLDLDONLD.F.LPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, female, adjusted location parity index (LPIA)"
ICTSKILLDLDONLD.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.LPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, adjusted location parity index (LPIA)"
ICTSKILLDLDONLD.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, male (%)"
ICTSKILLDLDONLD.M.LPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, male, adjusted location parity index (LPIA)"
ICTSKILLDLDONLD.RUR,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, rural, both sexes (%)"
ICTSKILLDLDONLD.RUR.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, rural, female (%)"
ICTSKILLDLDONLD.RUR.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, rural, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.RUR.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, rural, male (%)"
ICTSKILLDLDONLD.URB,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, urban, both sexes (%)"
ICTSKILLDLDONLD.URB.F,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, urban, female (%)"
ICTSKILLDLDONLD.URB.GPIA,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, urban, adjusted gender parity index (GPIA)"
ICTSKILLDLDONLD.URB.M,"Proportion of youth and adults that read or downloaded newspapers, magazines or electronic books in digital format, urban, male (%)"
ICTSKILLEMAIL,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), both sexes (%)"
ICTSKILLEMAIL.AG15T24,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 15-24 years old, both sexes (%)"
ICTSKILLEMAIL.AG15T24.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 15-24 years old, female (%)"
ICTSKILLEMAIL.AG15T24.GPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLEMAIL.AG15T24.M,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 15-24 years old, male (%)"
ICTSKILLEMAIL.AG25T74,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 25-74 years old, both sexes (%)"
ICTSKILLEMAIL.AG25T74.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 25-74 years old, female (%)"
ICTSKILLEMAIL.AG25T74.GPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLEMAIL.AG25T74.M,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 25-74 years old, male (%)"
ICTSKILLEMAIL.AG75OROVER,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 75 years old or over, both sexes (%)"
ICTSKILLEMAIL.AG75OROVER.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 75 years old or over, female (%)"
ICTSKILLEMAIL.AG75OROVER.GPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLEMAIL.AG75OROVER.M,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), 75 years old or over, male (%)"
ICTSKILLEMAIL.AGUNDER15Y,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), under 15 years old, both sexes (%)"
ICTSKILLEMAIL.AGUNDER15Y.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), under 15 years old, female (%)"
ICTSKILLEMAIL.AGUNDER15Y.GPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLEMAIL.AGUNDER15Y.M,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), under 15 years old, male (%)"
ICTSKILLEMAIL.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), female (%)"
ICTSKILLEMAIL.F.LPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), female, adjusted location parity index (LPIA)"
ICTSKILLEMAIL.GPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), adjusted gender parity index (GPIA)"
ICTSKILLEMAIL.LPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), adjusted location parity index (LPIA)"
ICTSKILLEMAIL.M,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), male (%)"
ICTSKILLEMAIL.M.LPIA,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), male, adjusted location parity index (LPIA)"
ICTSKILLEMAIL.RUR,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), rural, both sexes (%)"
ICTSKILLEMAIL.RUR.F,"Proportion of youth and adults that sent messages (e.g. e-mail, messaging service, SMS) with attached files (e.g. document, picture, video), rural, female (%)"
