country_alpha3,country_name,year,1_1_ffp_x1,1_2_ucdp,1_3_wef_gci_subpillar:_5._security,1_4_political_terror,1_5_ffp_p3,protection,2_1_1_wef_gcr_2nd_pillar:_infrastructure,2_1_2_un:_telecom,"2_2_1_government_expend._on_primary_and_secondary_education,_total_(%_of_gdp)",2_2_2_wef_gcr_indicator_quality_of_primary_education,2_3_1_domestic_general_government_health_expenditure_(%_of_gdp),2_3_2_out_of_pocket_expenditure_(%_of_total_national_health_care_spending),2_4_1_public_social_protection_(excl._health)_expenditure_(%_of_gdp),2_4_2_coverage_of_older_persons_by_sp_benefits,2_5_1_public_expenditure_on_socials_safety_nets_(%_of_gdp),2_5_2_vulnerable_persons_covered_by_social_assistance,2_6_1_share_of_wage_employment_on_work_age_pop,2_6_2_working_poverty_head_count_rate_(percentage_of_persons_living_in_poverty_in_spite_of_being_employed),2_7_1_wef_gci_subpillar:_1._property_rights,2_7_2_wef_gci_subpillars_2_and_3._ethics_and_corruption;_undue_influence,2_8_1_wef_gci_subpillar:_1._domestic_competition,2_8_2_wef_gci_subpillar:_4._government_efficiency,provision,3_1_v_dem_index_on_electoral_democracy,3_2_wb_voice_and_accountability_indicator,participation
MEX,Mexico,2010,0.30999999999999994,1.0,0.54,0.25,0.42000000000000004,0.504,0.5342857142857143,0.21614,0.689628,0.37285714285714283,0.57619872,0.5649123383,1.0,0.6409999999999999,0.3245258808135986,,0.6708322,0.9693,0.5214285714285715,0.4178571428571428,0.52,0.47000000000000003,0.5508432244597354,0.654,0.5494253308,0.6017126654
MDA,Moldova,2010,0.2599999999999999,1.0,0.8250000000000002,0.5,0.32000000000000006,0.5810000000000001,0.4542857142857143,0.19332,1.0,0.53,0.9292682640000001,0.5956813812,1.0,0.752,0.2226564645767212,,0.6878233,0.9984,0.43857142857142856,0.38642857142857145,0.5485714285714286,0.4614285714285714,0.5888182242899472,0.567,0.504176088,0.535588044
MNG,Mongolia,2010,0.30999999999999994,1.0,0.835,0.5,0.36,0.601,0.37285714285714283,0.10363,0.562582,0.4242857142857143,0.488968658,0.7194495201,1.0,1.0,0.5049869060516358,0.35100000000000003,0.49286369999999996,0.9945,0.43142857142857144,0.3392857142857143,0.5442857142857143,0.39,0.5450077275809059,0.689,0.5320019782000001,0.6105009891
MNE,Montenegro,2010,0.44000000000000006,1.0,0.9566666666666667,1.0,0.47,0.7733333333333332,0.5499999999999999,0.33108,,0.6485714285714286,0.971516036,0.6119867706,,0.523,0.1198611855506897,,0.8398699000000001,0.999,0.6257142857142857,0.5750000000000001,0.6214285714285713,0.5985714285714286,0.5816895137849076,0.501,0.5516135155999999,0.5263067578
MAR,Morocco,2010,0.5700000000000001,1.0,0.855,0.5,0.32000000000000006,0.649,0.5399999999999999,0.17688,0.83805,0.43571428571428567,0.46800828,0.44387268069999997,0.6573743902439024,,0.4948880672454834,,0.46943429999999997,0.9861,0.5828571428571429,0.49000000000000005,0.59,0.5314285714285715,0.5535543859799232,0.261,0.3796394824,0.3203197412
MOZ,Mozambique,2010,0.3799999999999999,1.0,0.7066666666666667,0.25,0.27,0.5213333333333333,0.3657142857142857,0.02501,0.799031,0.35000000000000003,0.25601503800000003,0.9288788128000001,0.5317000000000001,0.17300000000000001,0.23288419999999999,0.08199999999999999,0.1283526,0.3408,0.43857142857142856,0.4307142857142857,0.5399999999999999,0.5042857142857142,0.3829348353178571,0.435,0.49151595600000003,0.463257978
MMR,Myanmar,2010,0.35,0.5645669273686033,0.4816666666666667,0.0,0.09000000000000008,0.297246718807054,0.2871428571428571,0.00449,0.116592,0.3071428571428571,0.038494363999999996,0.1925534057999999,,0.009000000000000001,0.005938237160444259,,0.3378134,0.8786,0.3671428571428571,0.36428571428571427,0.51,0.3814285714285714,0.2384726563289841,0.109,0.11467254160000002,0.11183627080000001
NAM,Namibia,2010,0.3999999999999999,1.0,0.8383333333333334,0.75,0.42000000000000004,0.6816666666666666,0.6085714285714285,0.12191,0.9604289999999999,0.4757142857142857,0.797531748,0.9072367287,0.608236537479193,,0.5614274024963379,,0.6388409,0.8467,0.7642857142857142,0.6285714285714287,0.6171428571428572,0.64,0.6466413731835485,0.65,0.5825859666000001,0.6162929833
NPL,Nepal,2010,0.29999999999999993,1.0,0.5383333333333333,0.5,0.13000000000000012,0.4936666666666666,0.25857142857142856,0.02268,0.806678,0.38571428571428573,0.157778168,0.43796112060000003,0.307,,0.42087502479553224,,0.191335,0.8703,0.41428571428571426,0.38928571428571423,0.5228571428571429,0.4242857142857143,0.3960926461369415,0.547,0.42825018759999994,0.48762509379999996
NLD,Netherlands,2010,0.76,1.0,0.9433333333333335,1.0,0.87,0.9146666666666666,0.8471428571428571,0.7666,0.676574,0.7785714285714286,1.0,0.9090455818000001,1.0,0.968,1.0,0.903,0.8394756,1.0,0.8271428571428572,0.8121428571428572,0.7385714285714285,0.6714285714285715,0.8586059488625,0.876,0.7956666708,0.8358333354
NZL,New Zealand,2010,0.91,1.0,1.0,1.0,0.85,0.952,0.6885714285714286,0.56478,0.8160719999999999,0.8328571428571429,1.0,0.8804188919,1.0,0.9790000000000001,,0.09699999999999999,0.8459093,1.0,0.8228571428571428,0.8964285714285715,0.7657142857142858,0.72,0.7504130477080357,0.904,0.8066882134,0.8553441067
NIC,Nicaragua,2010,0.31999999999999995,1.0,0.6966666666666668,0.75,0.38,0.6293333333333333,0.38999999999999996,0.07571,0.47573,0.33714285714285713,0.710931874,0.6251086807,,,0.4444738864898682,,0.5336664,0.9514,0.41714285714285715,0.3357142857142857,0.5,0.41714285714285715,0.475616970344471,0.465,0.4224156618,0.4437078309
NER,Niger,2010,0.18000000000000005,0.9424679854935144,,0.5,0.15000000000000002,0.44311699637337865,0.28857142857142853,0.01165,0.566076,,0.26238761,0.44104682920000005,0.29122755671253253,0.057999999999999996,0.08396044373512268,0.16399999999999998,0.08059596000000001,0.4869,,,,,0.2750409856849237,0.264,0.38576368099999997,0.3248818405
NGA,Nigeria,2010,0.3799999999999999,0.8114868825391391,0.6333333333333333,0.25,0.11999999999999988,0.4389640431744944,,0.05937,,0.37,0.08969406399999999,0.23122512819999996,0.07926900170995341,0.078,0.05924813747406006,,0.1806753,0.5096,0.4542857142857143,0.3742857142857143,0.5757142857142857,0.44857142857142857,0.249909806982201,0.435,0.3644476772,0.3997238386
MKD,North Macedonia,2010,,1.0,0.8266666666666667,0.75,0.49,0.7666666666666666,0.4928571428571429,0.38042,,0.5542857142857143,0.8133145340000001,0.6221136475,,0.7140000000000001,0.3595078468322754,,0.7190401,0.9352,0.4942857142857143,0.46714285714285714,0.6371428571428571,0.4685714285714285,0.5803547127334986,0.522,0.5371293753999999,0.5295646877
NOR,Norway,2010,0.79,1.0,1.0,1.0,0.84,0.9259999999999999,0.7142857142857142,0.68303,0.8691359999999999,0.6571428571428571,1.0,0.849535284,1.0,0.9440000000000001,,0.831,0.9301627,1.0,0.8442857142857143,0.8350000000000001,0.7071428571428572,0.6928571428571428,0.8367861418571428,0.899,0.8236420154000001,0.8613210077000001
OMN,Oman,2010,0.8,1.0,1.0,1.0,0.32999999999999996,0.826,0.7057142857142857,0.20917,0.61239,0.63,0.46662278199999996,0.895927124,0.31089012567527596,,,,0.9651430999999999,1.0,0.7757142857142857,0.7457142857142858,0.7085714285714285,0.7071428571428572,0.6459921714434067,0.157,0.31262342919999997,0.2348117146
PAK,Pakistan,2010,0.06999999999999984,0.3030681900943998,0.5433333333333333,0.0,0.10999999999999999,0.20528030468554662,0.39285714285714285,0.07709,0.28832199999999997,0.43285714285714283,0.114341832,0.29607574459999997,0.02063362363183528,,0.1235242486000061,,0.39773949999999997,0.9148000000000001,0.48714285714285716,0.42142857142857143,0.5757142857142857,0.47285714285714286,0.32247137274505155,0.465,0.36027227640000004,0.4126361382
PAN,Panama,2010,0.6,1.0,0.7416666666666667,0.75,0.55,0.7283333333333333,0.6471428571428571,0.22019,0.408326,0.35000000000000003,0.94893856,0.7128991508,0.659,,0.29505276679992676,,0.6772248000000001,0.976,0.6442857142857142,0.40285714285714286,0.6071428571428571,0.5085714285714286,0.5632302527749908,0.753,0.618860364,0.685930182
PNG,Papua New Guinea,2010,0.39,1.0,,0.5,0.37,0.5650000000000001,,0.02283,,,0.260064292,0.8771631907999999,,,0.0011170576326549053,,0.19620439999999997,0.6632,,,,,0.2555657497581637,0.437,0.5089616537999999,0.4729808269
PRY,Paraguay,2010,0.61,1.0,0.6166666666666667,0.5,0.32999999999999996,0.6113333333333333,0.3514285714285714,0.1433,0.413924,0.26857142857142857,0.426572466,0.46070583340000004,0.635,0.222,0.2822481393814087,,0.5544268,0.975,0.3828571428571429,0.2885714285714286,0.5414285714285715,0.41428571428571426,0.41516051470660464,0.644,0.49959230359999995,0.5717961518
PER,Peru,2010,0.44999999999999996,0.864749225913311,0.66,0.75,0.44999999999999996,0.6349498451826623,0.4957142857142857,0.1789,0.463812,0.32142857142857145,0.48946514199999996,0.6048649597,0.4932740845,0.193,0.2769572019577026,,0.4543275,0.9347,0.4857142857142857,0.4128571428571428,0.5685714285714286,0.4857142857142857,0.4460161306322128,0.795,0.5363828211999999,0.6656914106
PHL,Philippines,2010,0.33999999999999997,0.6160825531152293,0.6783333333333335,0.25,0.25,0.42688317728971253,0.4171428571428571,0.11153,0.42973999999999996,0.4414285714285714,0.263582874,0.4515414429,0.15949390230154362,0.39799999999999996,0.1331673741340637,0.078,0.5803053,0.9111,0.48142857142857143,0.3321428571428572,0.5,0.4042857142857143,0.38080559154776117,0.524,0.5073134928,0.5156567464
POL,Poland,2010,0.6,1.0,0.885,1.0,0.62,0.8210000000000001,0.537142857142857,0.33737,0.677944,0.6457142857142857,0.915026092,0.7613473319999999,1.0,1.0,0.3933648347854614,0.52,0.7817021,1.0,0.6142857142857142,0.5507142857142857,0.6157142857142857,0.45,0.6750203617098056,0.889,0.7157280684,0.8023640342
PRT,Portugal,2010,0.72,1.0,0.9700000000000002,1.0,0.65,0.8680000000000001,0.7571428571428571,0.4189,0.799892,0.5571428571428572,1.0,0.7529171181,1.0,0.8220000000000001,,0.593,0.7805892,1.0,0.6885714285714286,0.5635714285714285,0.5957142857142858,0.42857142857142855,0.7094382877383929,0.894,0.7291993617999999,0.8115996808999999
QAT,Qatar,2010,0.5,1.0,1.0,1.0,0.53,0.806,0.7485714285714286,0.31684,0.22103,0.8514285714285714,0.265528964,0.8127377701,0.1741,0.18,,,0.9950667,1.0,0.7528571428571428,0.8442857142857143,0.7557142857142857,0.7257142857142858,0.6174196330479591,0.082,0.31894659999999997,0.2004733
ROM,Romania,2010,0.44999999999999996,1.0,0.9233333333333335,0.75,0.5700000000000001,0.7386666666666667,0.4914285714285714,0.30927,0.43336600000000003,0.5771428571428572,0.9213274,0.8036876297,1.0,1.0,0.2594245672225952,0.826,0.6718223999999999,,0.5485714285714286,0.4328571428571429,0.5671428571428572,0.4042857142857143,0.6198843105219479,0.683,0.5985217154,0.6407608577
RUS,Russian Federation,2010,0.52,0.6844053625562148,0.6983333333333335,0.25,0.19999999999999996,0.47054773917790965,0.6371428571428571,0.27651,,0.5642857142857143,0.6102452279999999,0.6467427444,1.0,0.912,0.32162744998931886,0.545,0.9275883,0.9997,0.40285714285714286,0.39642857142857146,0.5142857142857143,0.43285714285714283,0.609472286220761,0.31,0.342782855,0.3263914275
RWA,Rwanda,2010,0.25,0.15961376556005558,1.0,0.5,0.25,0.4319227531120111,0.42714285714285716,0.02034,0.557481,0.5871428571428572,0.40625042999999994,0.889126091,0.7312558702944465,0.047,0.13945368,,0.2878409,0.3897999999999999,0.6799999999999999,0.7614285714285715,0.6799999999999999,0.7014285714285714,0.4653215317773314,0.223,0.2579636574,0.2404818287
SAU,Saudi Arabia,2010,0.37,1.0,1.0,0.25,0.09000000000000008,0.542,0.7242857142857143,0.40313,0.8401820000000001,0.6,0.451842212,0.8105486107,,,0.14259861707687377,,0.9468575,1.0,0.7442857142857143,0.7371428571428572,0.7614285714285715,0.6514285714285714,0.639737784673227,0.019,0.1687462568,0.09387312839999999
SEN,Senegal,2010,0.4099999999999999,0.9289083517512504,0.9350000000000002,0.5,0.4,0.63478167035025,0.3871428571428571,0.07107,0.703458,0.48714285714285716,0.232328724,0.5132266617,0.5337,,0.17713587284088134,,0.3136948,0.6120000000000001,0.5357142857142857,0.41285714285714287,0.5928571428571429,0.48142857142857143,0.42278704928278876,0.693,0.4630443006,0.5780221503
SRB,Serbia,2010,0.29999999999999993,1.0,0.7383333333333333,0.75,0.44000000000000006,0.6456666666666666,0.48428571428571426,0.26946,0.634258,0.5771428571428572,1.0,0.6359746552000001,1.0,,0.31926538944244387,,0.6755823,0.9997,0.43142857142857144,0.3814285714285714,0.52,0.39714285714285713,0.6028083940945911,0.632,0.5701600254,0.6010800127
SYC,Seychelles,2010,0.37,1.0,0.7733333333333333,,0.4099999999999999,0.6383333333333334,0.6728571428571428,0.30369,0.289424,0.6457142857142857,0.62120366,0.7095326233,0.573623020279141,,0.5175178050994873,,,,0.6357142857142858,0.55,0.5871428571428572,0.61,0.5576828932489877,0.45,0.534550038,0.49227501900000004
SLE,Sierra Leone,2010,0.22999999999999998,1.0,0.8,0.5,0.32000000000000006,0.5700000000000001,0.29857142857142854,0.01792,0.42916799999999994,0.41285714285714287,0.25445594800000004,0.3597972106999999,,,0.1960125207901001,,0.11275460000000001,0.4071,0.4842857142857143,0.4035714285714286,0.5928571428571429,0.5014285714285714,0.3333423020608306,0.525,0.48431674840000005,0.5046583742
SGP,Singapore,2010,0.7,1.0,1.0,0.75,0.5599999999999999,0.8019999999999999,0.8885714285714285,0.63863,0.279548,0.8814285714285715,0.229821206,0.5854124451,0.230064979924687,,,,0.8508414999999999,1.0,0.8957142857142857,0.8671428571428572,0.8014285714285715,0.8457142857142858,0.6588845079249552,0.384,0.4744210572,0.4292105286
SVK,Slovak Republic,2010,0.58,1.0,0.8733333333333334,1.0,0.62,0.8146666666666667,0.5985714285714286,0.42118,0.52473,0.6014285714285714,1.0,0.771993866,1.0,1.0,0.29588358402252196,0.7,0.8438791999999999,1.0,0.5857142857142856,0.36500000000000005,0.5957142857142858,0.40857142857142853,0.6695416656264076,0.853,0.6912088274,0.7721044136999999
SVN,Slovenia,2010,0.74,1.0,0.9716666666666667,1.0,0.7,0.8823333333333334,0.69,0.50259,0.727668,0.7000000000000001,1.0,0.8735983657999999,1.0,1.0,,1.0,0.831226,1.0,0.65,0.5442857142857143,0.6442857142857142,0.5214285714285715,0.7928176478625,0.874,0.7178626298,0.7959313149
ZAF,South Africa,2010,0.7,1.0,0.6666666666666667,0.5,0.53,0.6793333333333333,0.5685714285714285,0.14431,0.755532,0.36,0.8896227839999999,0.9200493717,0.9785,0.8140000000000001,0.9907511711120606,0.35600000000000004,0.8513504000000001,0.9388,0.7485714285714286,0.5035714285714286,0.6514285714285714,0.6057142857142858,0.6922983043543252,0.778,0.6314217806,0.7047108903
SSD,South Sudan,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,2010,0.8,1.0,0.885,0.75,0.75,0.8370000000000001,0.8099999999999999,0.51,0.616994,0.4585714285714286,1.0,0.7970895576,1.0,0.6509999999999999,,0.45,0.821405,1.0,0.6714285714285715,0.5278571428571429,0.5785714285714285,0.48714285714285716,0.6768787491357143,0.896,0.7321687936,0.8140843968
LKA,Sri Lanka,2010,0.3599999999999999,0.0,0.7183333333333333,0.0,0.11999999999999988,0.2396666666666666,0.5457142857142857,0.10812,0.314514,0.6528571428571429,0.312775254,0.4670204926,0.323916187137141,0.252,0.10237623453140259,0.044000000000000004,0.5571355,0.9795,0.6157142857142857,0.5242857142857142,0.6028571428571429,0.5399999999999999,0.4339241399810697,0.416,0.41707178359999997,0.41653589179999995
SDN,Sudan,2010,0.040000000000000036,0.27432857802168187,,0.0,0.010000000000000009,0.08108214450542048,,0.07107,,,0.32925322,0.38686553960000003,0.22748561434193268,,0.19439363479614258,,0.4408202,0.861,,,,,0.300383745787615,0.231,0.18083963399999997,0.205919817
SWE,Sweden,2010,0.84,1.0,1.0,1.0,0.8200000000000001,0.932,0.8228571428571427,0.75222,0.8215579999999999,0.76,1.0,0.8362141609,1.0,1.0,1.0,1.0,0.8940833,1.0,0.8957142857142857,0.8978571428571429,0.7271428571428571,0.7628571428571428,0.8856565020205358,0.92,0.813506031,0.8667530155000001
CHE,Switzerland,2010,0.9,1.0,1.0,1.0,0.78,0.9359999999999999,0.8699999999999999,0.76872,0.699526,0.8485714285714286,0.643470048,0.7381192398,1.0,0.976,1.0,0.7020000000000001,0.8466894,1.0,0.8971428571428571,0.8171428571428573,0.7357142857142858,0.74,0.8301935072732143,0.894,0.8216720819999999,0.8578360409999999
TJK,Tajikistan,2010,0.33999999999999997,1.0,0.8616666666666667,0.75,0.13000000000000012,0.6163333333333334,0.37571428571428567,0.06145,,0.40285714285714286,0.236065578,0.29566482539999994,,0.9279999999999999,0.1490084171295166,,0.6765798,0.9616,0.5,0.4721428571428571,0.48142857142857143,0.5328571428571428,0.47207713628226095,0.226,0.2378498554,0.2319249277
TZA,Tanzania,2010,0.29999999999999993,1.0,0.8,0.75,0.4099999999999999,0.6519999999999999,0.3385714285714286,0.03368,0.463938,0.3885714285714286,0.289995456,0.6810597228999999,0.6806,0.032,0.03066449463367462,,0.131351,0.4366,0.5071428571428571,0.46714285714285714,0.5457142857142857,0.5128571428571428,0.34815957301045936,0.471,0.4895388924,0.4802694462
THA,Thailand,2010,0.47,0.7892295131287207,0.76,0.25,0.30000000000000004,0.5138459026257441,0.6914285714285714,0.1746,0.47684,0.5271428571428571,0.50019207,0.8550261974,0.271296,0.83,0.33828370571136473,,0.44680210000000004,0.9989,0.52,0.4907142857142857,0.5971428571428571,0.5614285714285715,0.538630057604992,0.414,0.418892765,0.4164463825
TMP,Timor-Leste,2010,0.08000000000000007,1.0,0.7050000000000002,0.75,0.30000000000000004,0.567,0.25857142857142856,0.00679,1.0,0.3,0.657649564,0.8843537331,0.32599999999999996,0.897,1.0,,0.3023845,0.7352000000000001,0.38,0.4642857142857143,0.5342857142857144,0.47428571428571425,0.5763003980330357,0.633,0.5268075764,0.5799037882
TGO,Togo,2010,0.30999999999999994,1.0,,0.75,0.22999999999999998,0.5725,,0.04532,0.661824,,0.23052125,0.3786693192,0.5731727965843245,,0.02860659658908844,,0.17362539999999999,0.5077,,,,,0.3256968962955688,0.426,0.3305801272,0.3782900636
TTO,Trinidad and Tobago,2010,0.49,1.0,0.6816666666666668,0.5,0.45999999999999996,0.6263333333333334,0.6471428571428571,0.23036,0.623352,0.6442857142857142,0.489347172,0.5343196869,0.8960000000000001,,0.7618300437927246,,0.7850221999999999,0.9993,0.5614285714285715,0.48999999999999994,0.5728571428571428,0.5271428571428571,0.651263643083912,0.782,0.6161788822,0.6990894411
TUN,Tunisia,2010,0.6299999999999999,1.0,1.0,0.5,0.25,0.6759999999999999,0.6428571428571428,0.19415,0.940836,0.7157142857142856,0.656106902,0.5789416885,,0.33799999999999997,0.15036736726760863,,0.7213034,0.9935,0.7242857142857143,0.7157142857142856,0.6828571428571429,0.7042857142857143,0.5779554381718439,0.192,0.24073669920000001,0.2163683496
TUR,Turkey,2010,0.3999999999999999,0.5819666121265111,0.6850000000000002,0.5,0.44999999999999996,0.5233933224253022,0.6014285714285714,0.2581,,0.4557142857142857,0.783187294,0.8312778282,1.0,1.0,0.22678444385528565,,0.6407374,0.9976,0.5085714285714286,0.44857142857142857,0.6128571428571429,0.5,0.5967080345479822,0.553,0.4984533472,0.5257266736
UGA,Uganda,2010,0.20999999999999996,0.6516976946014625,0.6966666666666668,0.5,0.24,0.4596728722536259,0.3428571428571428,0.0479,0.30197599999999997,0.43571428571428567,0.21274345,0.6260933685,,0.066,0.12002218961715698,0.006,0.20705500000000002,0.6004,0.4985714285714286,0.37714285714285717,0.5214285714285715,0.52,0.3093690183644652,0.339,0.41452786919999995,0.3767639346
UKR,Ukraine,2010,0.33999999999999997,1.0,0.7583333333333334,0.75,0.47,0.6636666666666666,0.5471428571428572,0.24869,0.544592,0.6214285714285713,0.737298298,0.581480217,1.0,0.919,1.0,,0.8087689,1.0,0.37285714285714283,0.3171428571428571,0.4571428571428572,0.37,0.6578464812946427,0.496,0.498614883,0.4973074415
ARE,United Arab Emirates,2010,0.55,1.0,1.0,1.0,0.4099999999999999,0.792,0.8942857142857142,0.54343,,0.6971428571428572,0.54965043,0.8205425644,,,,,0.9671178,1.0,0.7314285714285714,0.7385714285714285,0.75,0.6785714285714286,0.7556569709619048,0.069,0.3399669408,0.2044834704
GBR,United Kingdom,2010,0.78,1.0,0.91,1.0,0.77,0.892,0.84,0.71637,0.812288,0.7000000000000001,1.0,0.864054594,1.0,1.0,1.0,0.7659999999999999,0.8540680999999999,1.0,0.8099999999999999,0.7307142857142858,0.71,0.6142857142857142,0.838611293375,0.87,0.7645832300000001,0.817291615
USA,United States,2010,0.85,1.0,0.8250000000000002,0.5,0.63,0.761,0.8071428571428572,0.6449,0.653628,0.6728571428571428,1.0,0.8763544369,1.0,0.858,,0.31,0.934053,1.0,0.7285714285714285,0.6028571428571429,0.6828571428571429,0.58,0.7288263219491071,0.907,0.7343144178000001,0.8206572089
URY,Uruguay,2010,0.58,1.0,0.94,1.0,0.75,0.8539999999999999,0.6128571428571429,0.31829,0.53179,0.5671428571428572,0.949373818,0.7952716446,1.0,0.765,0.23009517192840576,,0.7268268999999999,0.9995,0.6371428571428571,0.6842857142857143,0.5685714285714286,0.5442857142857143,0.6350330262964079,0.91,0.7368150472,0.8234075236
UZB,Uzbekistan,2010,0.3799999999999999,1.0,,0.5,0.06999999999999995,0.48749999999999993,,0.08538,,,0.452630568,0.45387248990000006,1.0,,0.15021169185638428,,0.5141279,0.7526,,,,,0.46444143416127687,0.162,0.111136341,0.1365681705
VNM,Vietnam,2010,0.3799999999999999,1.0,0.795,0.75,0.27,0.639,0.5085714285714286,0.22606,0.713776,0.5085714285714286,0.37234745,0.6257971954,0.4583284622817,0.39899999999999997,0.31053154468536376,0.1,0.3485994,0.9528,0.5171428571428571,0.5,0.58,0.5,0.47634536041579867,0.151,0.22509515279999998,0.18804757639999997
YEM,"Yemen, Rep.",2010,0.21999999999999997,0.32588438983791346,0.6133333333333334,0.0,0.19999999999999996,0.27184354463424937,0.3228571428571428,0.02979,0.714738,0.24428571428571427,0.23243424799999998,0.2598310089,0.1867356419025451,,,,0.5038465,0.9482,0.39714285714285713,0.26999999999999996,0.4985714285714286,0.3057142857142857,0.3643487478054656,0.3,0.2571776866,0.2785888433
